_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,orig__id,current_document,description,edittion_time,position,posted_document,query,query_id,score,this_document_is_gold,this_document_is_gold_reason,topic_number,username,waterloo
2112115912,1/23/2019 10:02:13,false,4454220067,,1/23/2019 10:01:31,false,prodege,1.0,36165588,GBR,F2,Tadley,81.152.250.56,Relevant,,5bdb22e212ff7329c819b734,"The island of Barbados (Also named Bimshire) is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Its original inhabitants were the Arawak Indians. Barbados is portrayed as the Little Britain of the Caribbean since British sailors conquered them and made Barbados a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is also home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",     Find information on Barbados history.,2019-01-20 13:05:18.942000,4,"The island of Barbados is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Barbados is portrayed as the Little Britain of the Caribbean because of its long association as a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",barbados,167_4,-3.350639820098877,,,vanilla,WFC1J0,60
2112115912,1/23/2019 10:02:15,false,4454220157,,1/23/2019 09:58:10,false,clixsense,1.0,30777913,GBR,U8,Edinburgh,94.174.168.25,Relevant,,5bdb22e212ff7329c819b734,"The island of Barbados (Also named Bimshire) is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Its original inhabitants were the Arawak Indians. Barbados is portrayed as the Little Britain of the Caribbean since British sailors conquered them and made Barbados a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is also home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",     Find information on Barbados history.,2019-01-20 13:05:18.942000,4,"The island of Barbados is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Barbados is portrayed as the Little Britain of the Caribbean because of its long association as a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",barbados,167_4,-3.350639820098877,,,vanilla,WFC1J0,60
2112115912,1/23/2019 10:11:49,false,4454238031,,1/23/2019 10:08:46,false,prizerebel,1.0,5726847,USA,AL,Mobile,68.63.67.24,Relevant,,5bdb22e212ff7329c819b734,"The island of Barbados (Also named Bimshire) is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Its original inhabitants were the Arawak Indians. Barbados is portrayed as the Little Britain of the Caribbean since British sailors conquered them and made Barbados a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is also home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",     Find information on Barbados history.,2019-01-20 13:05:18.942000,4,"The island of Barbados is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Barbados is portrayed as the Little Britain of the Caribbean because of its long association as a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",barbados,167_4,-3.350639820098877,,,vanilla,WFC1J0,60
2112115912,1/23/2019 10:19:02,false,4454254568,,1/23/2019 10:17:43,false,instagc,1.0,21088425,USA,MI,Battle Creek,76.112.30.75,Relevant,,5bdb22e212ff7329c819b734,"The island of Barbados (Also named Bimshire) is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Its original inhabitants were the Arawak Indians. Barbados is portrayed as the Little Britain of the Caribbean since British sailors conquered them and made Barbados a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is also home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",     Find information on Barbados history.,2019-01-20 13:05:18.942000,4,"The island of Barbados is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Barbados is portrayed as the Little Britain of the Caribbean because of its long association as a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",barbados,167_4,-3.350639820098877,,,vanilla,WFC1J0,60
2112115912,1/23/2019 10:34:09,false,4454292565,,1/23/2019 10:32:45,false,instagc,1.0,43294773,GBR,X4,Caerphilly,5.71.223.221,Relevant,,5bdb22e212ff7329c819b734,"The island of Barbados (Also named Bimshire) is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometers east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Its original inhabitants were the Arawak Indians. Barbados is portrayed as the Little Britain of the Caribbean since British sailors conquered them and made Barbados a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is also home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",     Find information on Barbados history.,2019-01-20 13:05:18.942000,4,"The island of Barbados is the most easterly island in the Caribbean island chain, situated in the western area of the North Atlantic Ocean and 100 kilometres east of the Windward Islands and the Caribbean Sea. Its capital and largest city is Bridgetown. Barbados is portrayed as the Little Britain of the Caribbean because of its long association as a British colony. Barbados was named Bimshire or Bim by the British settlers. Barbados is seen by most scientists as geologically unique as it was formed as a result of an amalgamation of two land masses over a period of many years. Barbados is home to exotic locales, a rich history, rocky cliffs, white-sand beaches, and an extensive variety of sports and activities.",barbados,167_4,-3.350639820098877,,,vanilla,WFC1J0,60
2112115913,1/22/2019 23:04:07,false,4452628765,,1/22/2019 23:03:05,false,clixsense,1.0,45027719,USA,MI,Menominee,64.120.33.183,Relevant,,5bdb22e212ff7329c819b740,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.
Not a fan of Google Maps? maybe you would prefer a map application that offers different features
Each of these six Google Maps alternatives brings useful features and helpful information. Get driving directions, view a certain location, or check traffic conditions quickly and easily.
MapQuest,Bing Maps,Rand McNally, Here.com,Waze, OpenStreetMap
",I'm looking for online mapping sites.,2019-01-20 15:50:47.427000,2,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.",map,013_4,3.5206117630004883,,,vanilla,2WNFKH,100
2112115913,1/22/2019 23:21:31,false,4452665807,,1/22/2019 23:20:38,false,instagc,1.0,19425875,USA,OH,Napoleon,107.11.211.101,Relevant,,5bdb22e212ff7329c819b740,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.
Not a fan of Google Maps? maybe you would prefer a map application that offers different features
Each of these six Google Maps alternatives brings useful features and helpful information. Get driving directions, view a certain location, or check traffic conditions quickly and easily.
MapQuest,Bing Maps,Rand McNally, Here.com,Waze, OpenStreetMap
",I'm looking for online mapping sites.,2019-01-20 15:50:47.427000,2,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.",map,013_4,3.5206117630004883,,,vanilla,2WNFKH,100
2112115913,1/22/2019 23:52:38,false,4452737496,,1/22/2019 23:51:35,false,keeprewarding,0.8571,30315390,CAN,ON,Aylmer,67.213.110.158,Relevant,,5bdb22e212ff7329c819b740,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.
Not a fan of Google Maps? maybe you would prefer a map application that offers different features
Each of these six Google Maps alternatives brings useful features and helpful information. Get driving directions, view a certain location, or check traffic conditions quickly and easily.
MapQuest,Bing Maps,Rand McNally, Here.com,Waze, OpenStreetMap
",I'm looking for online mapping sites.,2019-01-20 15:50:47.427000,2,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.",map,013_4,3.5206117630004883,,,vanilla,2WNFKH,100
2112115913,1/22/2019 23:54:09,false,4452740782,,1/22/2019 23:50:05,false,clixsense,1.0,45016250,USA,AZ,Phoenix,12.13.208.25,Relevant,,5bdb22e212ff7329c819b740,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.
Not a fan of Google Maps? maybe you would prefer a map application that offers different features
Each of these six Google Maps alternatives brings useful features and helpful information. Get driving directions, view a certain location, or check traffic conditions quickly and easily.
MapQuest,Bing Maps,Rand McNally, Here.com,Waze, OpenStreetMap
",I'm looking for online mapping sites.,2019-01-20 15:50:47.427000,2,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.",map,013_4,3.5206117630004883,,,vanilla,2WNFKH,100
2112115913,1/22/2019 23:58:40,false,4452750702,,1/22/2019 23:44:51,false,prodege,1.0,38198526,USA,WA,Issaquah,71.231.189.51,Relevant,,5bdb22e212ff7329c819b740,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.
Not a fan of Google Maps? maybe you would prefer a map application that offers different features
Each of these six Google Maps alternatives brings useful features and helpful information. Get driving directions, view a certain location, or check traffic conditions quickly and easily.
MapQuest,Bing Maps,Rand McNally, Here.com,Waze, OpenStreetMap
",I'm looking for online mapping sites.,2019-01-20 15:50:47.427000,2,"Google Maps offers powerful, user-friendly mapping technology and local business information - including business locations, contact information, and driving directions. One of the first things you should do with Google Maps is save your home and work addresses. To do this, open Google Maps, tap the menu button and tap Your places. You can search for a place or touch it on the map, then touch and hold the blue Directions button at the bottom right, and Google Maps will choose the best route and launch straight into Navigation mode. one can easily tweak the route or change mode of transport.",map,013_4,3.5206117630004883,,,vanilla,2WNFKH,100
2112115914,1/23/2019 01:32:10,false,4452957209,,1/23/2019 01:31:46,false,instagc,1.0,29571331,USA,IL,Rockford,73.246.109.88,Relevant,,5bdb22e212ff7329c819b745,"Lifting weights should improve not only your cardio and strengthen but also your muscles. It may also help speed your recovery, according to Dr. Vincent. Moreover, many runners choose going to the gym and sweating it out on the elliptical trainer on XT days, but some alternative methods can add an exciting twist to your routine while benefiting your running. Dr. Vincent and Dr. Darrin Bright, OhioHealth sports medicine doctor and ultra-marathoner, give insights on these activities to spice up your training routine. It resembles the elliptical trainer. It's like running, but you give your joints a little bit of a break.",Find information about elliptical trainer machines.,2019-01-20 12:24:57.652000,4,"Lifting weights should improve your cardio, strengthen your muscles, or help speed your recovery. Many runners choose the gym and sweating it out on the elliptical trainer or XT, but some alternative methods can add an exciting twist to your routine while benefiting your running. Sports medicine doctor and ultra marathoner, give insights on these activities to spice up your training routine. It resembles the elliptical trainer. It's like running, but you give your joints a little bit of a break. An elliptical trainer or cross-trainer (also called an X-trainer) is an exercise machine used to simulate stair climbing, or running without causing excessive pressure to the joints, hence decreasing the risk of impact injuries. ",elliptical trainer,033_1,-2.8972320556640625,,,2,N1K1XQ,100
