_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,which_document_has_experienced_manipulation,orig__golden,check_one_gold,check_one_gold_reason,description,document1,document2,id,query,which_document_has_experienced_manipulation_gold,which_document_has_experienced_manipulation_gold_reason
1913340213,10/10/2018 12:30:56,false,4132039233,,10/10/2018 12:28:50,false,instagc,1.0,41203338,USA,NV,Las Vegas,70.173.226.145,document_2,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
1913340213,10/10/2018 12:55:58,false,4132094927,,10/10/2018 12:52:14,false,elite,1.0,44680086,GBR,E6,Tewkesbury,62.64.194.142,document_2,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
1913340213,10/10/2018 13:51:03,false,4132239459,,10/10/2018 13:47:28,false,instagc,1.0,29289135,CAN,QC,Brossard,174.91.246.21,document_2,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
1913340213,10/10/2018 14:02:24,false,4132268899,,10/10/2018 13:56:43,false,elite,1.0,44220683,USA,NY,New York,104.236.68.146,document_2,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
1913340214,10/10/2018 14:35:49,false,4132353182,,10/10/2018 14:33:13,false,clixsense,1.0,6340330,USA,NY,Fort Plain,74.70.215.155,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_3,elliptical trainer,,
1913340214,10/10/2018 14:49:11,false,4132383000,,10/10/2018 14:40:24,false,elite,1.0,44320319,USA,NY,Rochester,216.126.193.15,document_2,,Document1,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_3,elliptical trainer,,
1913340214,10/10/2018 14:54:36,false,4132397574,,10/10/2018 14:40:31,false,elite,1.0,44722229,USA,NY,Rochester,216.126.193.15,document_2,,Document1,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_3,elliptical trainer,,
1913340214,10/10/2018 16:19:41,false,4132583684,,10/10/2018 16:16:32,false,elite,1.0,31690646,CAN,BC,Vancouver,64.85.32.137,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_3,elliptical trainer,,
1913340214,10/10/2018 16:20:31,false,4132585814,,10/10/2018 16:15:41,false,clixsense,0.9,6336109,CAN,"","",198.254.194.162,document_2,,Document1,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_3,elliptical trainer,,
1913340214,10/10/2018 16:37:51,false,4132622681,,10/10/2018 16:34:11,false,instagc,1.0,39438102,USA,IN,Anderson,75.149.211.110,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_3,elliptical trainer,,
