_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,orig__id,current_document,description,iteration,query,query_id,this_document_is_gold,this_document_is_gold_reason,username
2119892570,1/27/2019 03:07:47,false,4466989262,,1/27/2019 03:07:10,false,instagc,1.0,29289135,CAN,QC,Brossard,174.91.245.249,Non-Relevant,,,"
  Dog waste bags are useally made of plastic, nylon or even Consumable material and used for cleaning after your dogs waste.  You can purchase dog waste bags online or at the nearest groccery store to your home.
If you wish to save money, there are plenty of  alternatives to dog waste bags. Dog owners could use old newspapers, spare plastic bags, nappy sacks, or use a pooper-scooper and throw waste directly into the dog waste bin. These bins with a dog picture on it in can be found in almost every dog's park.
And our huge selection of Dog Poop Pickup Bags has the bag you need to get that poop cleaned up quickly and cleanly.
These bins that are spreaded in the dog's park, make it easier for dog owners to clean up after their pets and help keeping the environment cleaner.
",Can I order dog clean-up bags online?,2019-01-17-12-38-03-387578,dog clean up bags,193_2,,,dummy_doc_193_1
2119892570,1/27/2019 03:16:53,false,4466996787,,1/27/2019 03:15:21,false,instagc,1.0,44715683,USA,HI,Pahoa,66.27.41.251,Relevant,,,"
  Dog waste bags are useally made of plastic, nylon or even Consumable material and used for cleaning after your dogs waste.  You can purchase dog waste bags online or at the nearest groccery store to your home.
If you wish to save money, there are plenty of  alternatives to dog waste bags. Dog owners could use old newspapers, spare plastic bags, nappy sacks, or use a pooper-scooper and throw waste directly into the dog waste bin. These bins with a dog picture on it in can be found in almost every dog's park.
And our huge selection of Dog Poop Pickup Bags has the bag you need to get that poop cleaned up quickly and cleanly.
These bins that are spreaded in the dog's park, make it easier for dog owners to clean up after their pets and help keeping the environment cleaner.
",Can I order dog clean-up bags online?,2019-01-17-12-38-03-387578,dog clean up bags,193_2,,,dummy_doc_193_1
2119892570,1/27/2019 03:58:09,false,4467035355,,1/27/2019 03:57:11,false,prodege,1.0,33565158,USA,TX,Waco,24.155.5.100,Relevant,,,"
  Dog waste bags are useally made of plastic, nylon or even Consumable material and used for cleaning after your dogs waste.  You can purchase dog waste bags online or at the nearest groccery store to your home.
If you wish to save money, there are plenty of  alternatives to dog waste bags. Dog owners could use old newspapers, spare plastic bags, nappy sacks, or use a pooper-scooper and throw waste directly into the dog waste bin. These bins with a dog picture on it in can be found in almost every dog's park.
And our huge selection of Dog Poop Pickup Bags has the bag you need to get that poop cleaned up quickly and cleanly.
These bins that are spreaded in the dog's park, make it easier for dog owners to clean up after their pets and help keeping the environment cleaner.
",Can I order dog clean-up bags online?,2019-01-17-12-38-03-387578,dog clean up bags,193_2,,,dummy_doc_193_1
2119892570,1/27/2019 05:02:47,false,4467105172,,1/27/2019 04:59:09,false,clixsense,1.0,6336109,CAN,"","",198.254.194.162,Non-Relevant,,,"
  Dog waste bags are useally made of plastic, nylon or even Consumable material and used for cleaning after your dogs waste.  You can purchase dog waste bags online or at the nearest groccery store to your home.
If you wish to save money, there are plenty of  alternatives to dog waste bags. Dog owners could use old newspapers, spare plastic bags, nappy sacks, or use a pooper-scooper and throw waste directly into the dog waste bin. These bins with a dog picture on it in can be found in almost every dog's park.
And our huge selection of Dog Poop Pickup Bags has the bag you need to get that poop cleaned up quickly and cleanly.
These bins that are spreaded in the dog's park, make it easier for dog owners to clean up after their pets and help keeping the environment cleaner.
",Can I order dog clean-up bags online?,2019-01-17-12-38-03-387578,dog clean up bags,193_2,,,dummy_doc_193_1
2119892570,1/27/2019 05:47:11,false,4467142544,,1/27/2019 05:45:59,false,clixsense,1.0,20512953,USA,CA,Fairfield,76.232.182.5,Relevant,,,"
  Dog waste bags are useally made of plastic, nylon or even Consumable material and used for cleaning after your dogs waste.  You can purchase dog waste bags online or at the nearest groccery store to your home.
If you wish to save money, there are plenty of  alternatives to dog waste bags. Dog owners could use old newspapers, spare plastic bags, nappy sacks, or use a pooper-scooper and throw waste directly into the dog waste bin. These bins with a dog picture on it in can be found in almost every dog's park.
And our huge selection of Dog Poop Pickup Bags has the bag you need to get that poop cleaned up quickly and cleanly.
These bins that are spreaded in the dog's park, make it easier for dog owners to clean up after their pets and help keeping the environment cleaner.
",Can I order dog clean-up bags online?,2019-01-17-12-38-03-387578,dog clean up bags,193_2,,,dummy_doc_193_1
2119892571,1/27/2019 04:00:20,false,4467037805,,1/27/2019 03:58:11,false,prodege,1.0,33565158,USA,TX,Waco,24.155.5.100,Relevant,,,"
 Not sure how to quit smoking cigarettes? Try our guide of 20+ ways to stop smoking and start your path towards a healthier, smoke-free life.
Make an honest list of all the things you like about smoking. Draw a line down the center of a piece of paper and write them on one side; on the other side make a list of all the things you dislike, such as how it can interfere with your health, work, family, etc., suggests Daniel Z. Lieberman, M.D., director of the lung cancer Research Center at George Washington University in Washington, D.C.
Think about the list over time, and make changes. Quitting smoking is difficult, but not impossible. When the negative side outweighs the positive side, you are ready to quit and be a non-smoker, again. :)
",    What are the ways you can quit smoking?,2019-01-17-12-38-03-387578,quit smoking,182_2,,,dummy_doc_182_3
2119892571,1/27/2019 05:05:14,false,4467107172,,1/27/2019 05:02:56,false,clixsense,1.0,6336109,CAN,"","",198.254.194.162,Relevant,,,"
 Not sure how to quit smoking cigarettes? Try our guide of 20+ ways to stop smoking and start your path towards a healthier, smoke-free life.
Make an honest list of all the things you like about smoking. Draw a line down the center of a piece of paper and write them on one side; on the other side make a list of all the things you dislike, such as how it can interfere with your health, work, family, etc., suggests Daniel Z. Lieberman, M.D., director of the lung cancer Research Center at George Washington University in Washington, D.C.
Think about the list over time, and make changes. Quitting smoking is difficult, but not impossible. When the negative side outweighs the positive side, you are ready to quit and be a non-smoker, again. :)
",    What are the ways you can quit smoking?,2019-01-17-12-38-03-387578,quit smoking,182_2,,,dummy_doc_182_3
2119892571,1/27/2019 05:48:51,false,4467144861,,1/27/2019 05:47:13,false,clixsense,1.0,20512953,USA,CA,Fairfield,76.232.182.5,Relevant,,,"
 Not sure how to quit smoking cigarettes? Try our guide of 20+ ways to stop smoking and start your path towards a healthier, smoke-free life.
Make an honest list of all the things you like about smoking. Draw a line down the center of a piece of paper and write them on one side; on the other side make a list of all the things you dislike, such as how it can interfere with your health, work, family, etc., suggests Daniel Z. Lieberman, M.D., director of the lung cancer Research Center at George Washington University in Washington, D.C.
Think about the list over time, and make changes. Quitting smoking is difficult, but not impossible. When the negative side outweighs the positive side, you are ready to quit and be a non-smoker, again. :)
",    What are the ways you can quit smoking?,2019-01-17-12-38-03-387578,quit smoking,182_2,,,dummy_doc_182_3
2119892571,1/27/2019 05:59:52,false,4467157842,,1/27/2019 05:58:53,false,elite,1.0,44220382,CAN,AB,Edmonton,68.151.33.203,Relevant,,,"
 Not sure how to quit smoking cigarettes? Try our guide of 20+ ways to stop smoking and start your path towards a healthier, smoke-free life.
Make an honest list of all the things you like about smoking. Draw a line down the center of a piece of paper and write them on one side; on the other side make a list of all the things you dislike, such as how it can interfere with your health, work, family, etc., suggests Daniel Z. Lieberman, M.D., director of the lung cancer Research Center at George Washington University in Washington, D.C.
Think about the list over time, and make changes. Quitting smoking is difficult, but not impossible. When the negative side outweighs the positive side, you are ready to quit and be a non-smoker, again. :)
",    What are the ways you can quit smoking?,2019-01-17-12-38-03-387578,quit smoking,182_2,,,dummy_doc_182_3
2119892571,1/27/2019 06:09:12,false,4467165147,,1/27/2019 06:07:30,false,clixsense,1.0,44956561,USA,NJ,Pennsauken,67.205.153.227,Relevant,,,"
 Not sure how to quit smoking cigarettes? Try our guide of 20+ ways to stop smoking and start your path towards a healthier, smoke-free life.
Make an honest list of all the things you like about smoking. Draw a line down the center of a piece of paper and write them on one side; on the other side make a list of all the things you dislike, such as how it can interfere with your health, work, family, etc., suggests Daniel Z. Lieberman, M.D., director of the lung cancer Research Center at George Washington University in Washington, D.C.
Think about the list over time, and make changes. Quitting smoking is difficult, but not impossible. When the negative side outweighs the positive side, you are ready to quit and be a non-smoker, again. :)
",    What are the ways you can quit smoking?,2019-01-17-12-38-03-387578,quit smoking,182_2,,,dummy_doc_182_3
2119892572,1/27/2019 03:07:47,false,4466989266,,1/27/2019 03:07:10,false,instagc,1.0,29289135,CAN,QC,Brossard,174.91.245.249,Relevant,,,"
 At HowToSew.com you’ll learn how to start (and finish) basic sewing projects. Check out our free sewing patterns and tips for sewing, and get started!
Starting something new can be overwhelming. To make it easier to start sewing, we provide you with everything you need to know--from basic sewing supplies to rotary-cutting tips to threading your machine--so you can stop stressing and start stitching.
The best guide to your sewing machine is the manual for your sewing machine. These beginner sewing projects all include easy step-by-step instructions, photos that guiding you, diagrams, and free patterns to help you successfully sew your first project (and learn basic sewing skills on the way!) for full sewing instructions keep reading...
","Find beginners instructions to sewing, both by hand and by machine.",2019-01-17-12-38-03-387578,sewing instructions,069_2,,,dummy_doc_069_2
2119892572,1/27/2019 03:19:12,false,4466998910,,1/27/2019 03:16:55,false,instagc,1.0,44715683,USA,HI,Pahoa,66.27.41.251,Relevant,,,"
 At HowToSew.com you’ll learn how to start (and finish) basic sewing projects. Check out our free sewing patterns and tips for sewing, and get started!
Starting something new can be overwhelming. To make it easier to start sewing, we provide you with everything you need to know--from basic sewing supplies to rotary-cutting tips to threading your machine--so you can stop stressing and start stitching.
The best guide to your sewing machine is the manual for your sewing machine. These beginner sewing projects all include easy step-by-step instructions, photos that guiding you, diagrams, and free patterns to help you successfully sew your first project (and learn basic sewing skills on the way!) for full sewing instructions keep reading...
","Find beginners instructions to sewing, both by hand and by machine.",2019-01-17-12-38-03-387578,sewing instructions,069_2,,,dummy_doc_069_2
2119892572,1/27/2019 03:58:09,false,4467035357,,1/27/2019 03:57:11,false,prodege,1.0,33565158,USA,TX,Waco,24.155.5.100,Relevant,,,"
 At HowToSew.com you’ll learn how to start (and finish) basic sewing projects. Check out our free sewing patterns and tips for sewing, and get started!
Starting something new can be overwhelming. To make it easier to start sewing, we provide you with everything you need to know--from basic sewing supplies to rotary-cutting tips to threading your machine--so you can stop stressing and start stitching.
The best guide to your sewing machine is the manual for your sewing machine. These beginner sewing projects all include easy step-by-step instructions, photos that guiding you, diagrams, and free patterns to help you successfully sew your first project (and learn basic sewing skills on the way!) for full sewing instructions keep reading...
","Find beginners instructions to sewing, both by hand and by machine.",2019-01-17-12-38-03-387578,sewing instructions,069_2,,,dummy_doc_069_2
2119892572,1/27/2019 05:02:47,false,4467105174,,1/27/2019 04:59:09,false,clixsense,1.0,6336109,CAN,"","",198.254.194.162,Relevant,,,"
 At HowToSew.com you’ll learn how to start (and finish) basic sewing projects. Check out our free sewing patterns and tips for sewing, and get started!
Starting something new can be overwhelming. To make it easier to start sewing, we provide you with everything you need to know--from basic sewing supplies to rotary-cutting tips to threading your machine--so you can stop stressing and start stitching.
The best guide to your sewing machine is the manual for your sewing machine. These beginner sewing projects all include easy step-by-step instructions, photos that guiding you, diagrams, and free patterns to help you successfully sew your first project (and learn basic sewing skills on the way!) for full sewing instructions keep reading...
","Find beginners instructions to sewing, both by hand and by machine.",2019-01-17-12-38-03-387578,sewing instructions,069_2,,,dummy_doc_069_2
2119892572,1/27/2019 05:47:11,false,4467142543,,1/27/2019 05:45:59,false,clixsense,1.0,20512953,USA,CA,Fairfield,76.232.182.5,Relevant,,,"
 At HowToSew.com you’ll learn how to start (and finish) basic sewing projects. Check out our free sewing patterns and tips for sewing, and get started!
Starting something new can be overwhelming. To make it easier to start sewing, we provide you with everything you need to know--from basic sewing supplies to rotary-cutting tips to threading your machine--so you can stop stressing and start stitching.
The best guide to your sewing machine is the manual for your sewing machine. These beginner sewing projects all include easy step-by-step instructions, photos that guiding you, diagrams, and free patterns to help you successfully sew your first project (and learn basic sewing skills on the way!) for full sewing instructions keep reading...
","Find beginners instructions to sewing, both by hand and by machine.",2019-01-17-12-38-03-387578,sewing instructions,069_2,,,dummy_doc_069_2
2119892573,1/27/2019 07:59:02,false,4467243529,,1/27/2019 07:57:27,false,elite,1.0,44321263,USA,NY,Rochester,216.126.193.3,Relevant,,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",2019-01-17-12-38-03-387578,horse hooves,051_2,,,dummy_doc_051_2
2119892573,1/27/2019 08:06:21,false,4467249094,,1/27/2019 08:04:18,false,elite,1.0,44321377,USA,NY,Rochester,216.126.193.3,Relevant,,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",2019-01-17-12-38-03-387578,horse hooves,051_2,,,dummy_doc_051_2
2119892573,1/27/2019 08:12:34,false,4467255014,,1/27/2019 08:04:01,false,elite,1.0,44332987,USA,NC,Salisbury,71.71.255.206,Relevant,,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",2019-01-17-12-38-03-387578,horse hooves,051_2,,,dummy_doc_051_2
2119892573,1/27/2019 08:16:52,false,4467260303,,1/27/2019 08:15:48,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,Relevant,,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",2019-01-17-12-38-03-387578,horse hooves,051_2,,,dummy_doc_051_2
2119892573,1/27/2019 08:22:59,false,4467267991,,1/27/2019 08:18:41,false,prizerebel,1.0,5726847,USA,AL,Mobile,68.63.67.24,Relevant,,,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs. Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments. Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. an important recommendation is to go for a good farrier which is a specialist in equine hoof care, who's work consist of trimming and balancing of horses' hooves and the placing of shoes on their hooves. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.
","    Find information about horse hooves, their care, and diseases ohorse hoovesf hooves.",2019-01-17-12-38-03-387578,horse hooves,051_2,,,dummy_doc_051_2
2119892574,1/27/2019 01:30:18,false,4466817868,,1/27/2019 01:29:14,false,instagc,0.8571,29301997,USA,MI,Lapeer,75.133.252.44,Relevant,,,"
Enter your budget and wish list and we will calculate the expenses for you! Moreover, here are some golden tips that will save you money. Sometimes this is a dollar amount that you can build right into your budget, and other times it is a particular portion of the wedding that they?re going to pay (up to a certain amount) on your behalf. Do the math: If your wedding comes to $100 per person for food and drink, cutting your list from 150 to 100 saves $5,000. Wedding Style: The less formal the affair, the more affordable. Instead of a sit-down dinner, go for a casual brunch or barbecue. Get rental cars in lieu of limos. Wedding Invitations: Keep the wedding invitations simple. Remember, top-quality paper, fancy typography techniques and custom-colored inks increase the price, as do decorative envelope linings and multiple enclosures. Choose one fabulous element and keep all the rest simple. Use response postcards or make save-the-date cards yourself. To keep postage costs down, stay away from oversize or overweight styles.
",I'm looking for information on planning and budgeting for a wedding.,2019-01-17-12-38-03-387578,wedding budget calculator,018_2,,,dummy_doc_018_1
2119892574,1/27/2019 01:32:28,false,4466820750,,1/27/2019 01:31:54,false,elite,1.0,43825820,GBR,N1,Cannock,79.66.67.246,Relevant,,,"
Enter your budget and wish list and we will calculate the expenses for you! Moreover, here are some golden tips that will save you money. Sometimes this is a dollar amount that you can build right into your budget, and other times it is a particular portion of the wedding that they?re going to pay (up to a certain amount) on your behalf. Do the math: If your wedding comes to $100 per person for food and drink, cutting your list from 150 to 100 saves $5,000. Wedding Style: The less formal the affair, the more affordable. Instead of a sit-down dinner, go for a casual brunch or barbecue. Get rental cars in lieu of limos. Wedding Invitations: Keep the wedding invitations simple. Remember, top-quality paper, fancy typography techniques and custom-colored inks increase the price, as do decorative envelope linings and multiple enclosures. Choose one fabulous element and keep all the rest simple. Use response postcards or make save-the-date cards yourself. To keep postage costs down, stay away from oversize or overweight styles.
",I'm looking for information on planning and budgeting for a wedding.,2019-01-17-12-38-03-387578,wedding budget calculator,018_2,,,dummy_doc_018_1
2119892574,1/27/2019 01:33:23,false,4466822218,,1/27/2019 01:31:01,false,instagc,1.0,14107845,USA,GA,Gray,71.29.79.202,Relevant,,,"
Enter your budget and wish list and we will calculate the expenses for you! Moreover, here are some golden tips that will save you money. Sometimes this is a dollar amount that you can build right into your budget, and other times it is a particular portion of the wedding that they?re going to pay (up to a certain amount) on your behalf. Do the math: If your wedding comes to $100 per person for food and drink, cutting your list from 150 to 100 saves $5,000. Wedding Style: The less formal the affair, the more affordable. Instead of a sit-down dinner, go for a casual brunch or barbecue. Get rental cars in lieu of limos. Wedding Invitations: Keep the wedding invitations simple. Remember, top-quality paper, fancy typography techniques and custom-colored inks increase the price, as do decorative envelope linings and multiple enclosures. Choose one fabulous element and keep all the rest simple. Use response postcards or make save-the-date cards yourself. To keep postage costs down, stay away from oversize or overweight styles.
",I'm looking for information on planning and budgeting for a wedding.,2019-01-17-12-38-03-387578,wedding budget calculator,018_2,,,dummy_doc_018_1
