_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,current_document,description,id,iteration,query,query_id,this_document_is_gold,this_document_is_gold_reason,username
2108274335,1/20/2019 17:20:20,false,4445659882,,1/20/2019 17:19:33,false,instagc,0.875,18960682,GBR,C9,Carlisle,86.170.190.167,valid,,"
When looking for the best cheap Internet provider, finding the lowest price is obviously the most important factor. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. They offer extremely low prices on all of their 4G mobile broadband plans and even a generous free data plan. With their free package, you can get 1GB of data every month without paying for anything beyond the initial equipment purchase. This is an amazing deal that will be perfect for anyone who does not use the Internet frequently. Of course, it stands to reason that to get such great prices, you will have to sacrifice some speed, as FreedomPop only offers up to 8 Mbps.
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_1
2108274335,1/20/2019 17:24:31,false,4445667486,,1/20/2019 17:21:42,false,instagc,0.875,15298546,USA,OH,Cleveland,184.56.147.74,valid,,"
When looking for the best cheap Internet provider, finding the lowest price is obviously the most important factor. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. They offer extremely low prices on all of their 4G mobile broadband plans and even a generous free data plan. With their free package, you can get 1GB of data every month without paying for anything beyond the initial equipment purchase. This is an amazing deal that will be perfect for anyone who does not use the Internet frequently. Of course, it stands to reason that to get such great prices, you will have to sacrifice some speed, as FreedomPop only offers up to 8 Mbps.
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_1
2108274335,1/20/2019 17:32:20,false,4445688372,,1/20/2019 17:31:33,false,elite,1.0,43934503,USA,CA,Los Angeles,216.144.237.75,valid,,"
When looking for the best cheap Internet provider, finding the lowest price is obviously the most important factor. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. They offer extremely low prices on all of their 4G mobile broadband plans and even a generous free data plan. With their free package, you can get 1GB of data every month without paying for anything beyond the initial equipment purchase. This is an amazing deal that will be perfect for anyone who does not use the Internet frequently. Of course, it stands to reason that to get such great prices, you will have to sacrifice some speed, as FreedomPop only offers up to 8 Mbps.
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_1
2108274335,1/20/2019 17:37:02,false,4445697641,,1/20/2019 17:34:46,false,neodev,1.0,43628457,USA,GA,Atlanta,107.150.30.171,valid,,"
When looking for the best cheap Internet provider, finding the lowest price is obviously the most important factor. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. They offer extremely low prices on all of their 4G mobile broadband plans and even a generous free data plan. With their free package, you can get 1GB of data every month without paying for anything beyond the initial equipment purchase. This is an amazing deal that will be perfect for anyone who does not use the Internet frequently. Of course, it stands to reason that to get such great prices, you will have to sacrifice some speed, as FreedomPop only offers up to 8 Mbps.
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_1
2108274335,1/20/2019 17:37:39,false,4445698887,,1/20/2019 17:29:58,false,elite,0.875,45027153,USA,IL,Chicago,192.80.185.229,valid,,"
When looking for the best cheap Internet provider, finding the lowest price is obviously the most important factor. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. They offer extremely low prices on all of their 4G mobile broadband plans and even a generous free data plan. With their free package, you can get 1GB of data every month without paying for anything beyond the initial equipment purchase. This is an amazing deal that will be perfect for anyone who does not use the Internet frequently. Of course, it stands to reason that to get such great prices, you will have to sacrifice some speed, as FreedomPop only offers up to 8 Mbps.
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_1
2108274336,1/20/2019 17:05:00,false,4445631732,,1/20/2019 17:03:30,false,instagc,1.0,39147083,USA,NJ,Maple Shade,76.116.165.52,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Not all manuals have in depth information or explain your options. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-17-12-38-03-387578,sewing instructions,069_0,,,dummy_doc_069_1
2108274336,1/20/2019 17:08:52,false,4445638868,,1/20/2019 17:08:00,false,prodege,0.875,15555970,GBR,E6,Cheltenham,86.136.90.39,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Not all manuals have in depth information or explain your options. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-17-12-38-03-387578,sewing instructions,069_0,,,dummy_doc_069_1
2108274336,1/20/2019 17:12:03,false,4445644321,,1/20/2019 17:10:42,false,elite,1.0,44321263,USA,NY,Rochester,216.126.193.3,valid,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Not all manuals have in depth information or explain your options. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-17-12-38-03-387578,sewing instructions,069_0,,,dummy_doc_069_1
2108274336,1/20/2019 17:14:11,false,4445648001,,1/20/2019 17:12:42,false,clixsense,0.875,35849301,USA,NY,New York,142.255.55.251,valid,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Not all manuals have in depth information or explain your options. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-17-12-38-03-387578,sewing instructions,069_0,,,dummy_doc_069_1
2108274336,1/20/2019 17:14:32,false,4445648694,,1/20/2019 17:13:36,false,elite,0.875,44260973,USA,CA,Los Angeles,96.44.135.125,valid,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Not all manuals have in depth information or explain your options. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-17-12-38-03-387578,sewing instructions,069_0,,,dummy_doc_069_1
2108274337,1/20/2019 17:15:09,false,4445649787,,1/20/2019 17:14:41,false,instagc,1.0,34609243,USA,OH,Columbus,74.199.22.154,valid,,"
  Looking for cheap Internet services? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families.  You may not qualify under the terms of such programs, but have no fear—there are still plenty of options for low-priced and even free Internet services available to all comers. Some of those ISPs provide a service with a catch. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. So why would anyone provide free or ultra-cheap Internet services? What's in it for them? There is some material for thought...
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_2
2108274337,1/20/2019 17:18:00,false,4445655199,,1/20/2019 17:16:41,false,elite,0.875,44321377,USA,NY,Rochester,216.126.193.3,valid,,"
  Looking for cheap Internet services? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families.  You may not qualify under the terms of such programs, but have no fear—there are still plenty of options for low-priced and even free Internet services available to all comers. Some of those ISPs provide a service with a catch. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. So why would anyone provide free or ultra-cheap Internet services? What's in it for them? There is some material for thought...
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_2
2108274337,1/20/2019 17:18:07,false,4445655472,,1/20/2019 17:17:14,false,instagc,1.0,26024737,GBR,H2,Poulton,92.13.21.76,valid,,"
  Looking for cheap Internet services? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families.  You may not qualify under the terms of such programs, but have no fear—there are still plenty of options for low-priced and even free Internet services available to all comers. Some of those ISPs provide a service with a catch. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. So why would anyone provide free or ultra-cheap Internet services? What's in it for them? There is some material for thought...
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_2
2108274337,1/20/2019 17:19:31,false,4445658445,,1/20/2019 17:18:35,false,instagc,0.875,18960682,GBR,C9,Carlisle,86.170.190.167,valid,,"
  Looking for cheap Internet services? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families.  You may not qualify under the terms of such programs, but have no fear—there are still plenty of options for low-priced and even free Internet services available to all comers. Some of those ISPs provide a service with a catch. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. So why would anyone provide free or ultra-cheap Internet services? What's in it for them? There is some material for thought...
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_2
2108274337,1/20/2019 17:21:40,false,4445662458,,1/20/2019 17:19:43,false,instagc,0.875,15298546,USA,OH,Cleveland,184.56.147.74,keywordstuffed,,"
  Looking for cheap Internet services? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families.  You may not qualify under the terms of such programs, but have no fear—there are still plenty of options for low-priced and even free Internet services available to all comers. Some of those ISPs provide a service with a catch. All of the major types of Internet service providers (cable, DSL, satellite, 4G mobile broadband) offer access to multiple Internet plans that range in price.There's no question that FreedomPop deserves a spot among the best cheap Internet providers. So why would anyone provide free or ultra-cheap Internet services? What's in it for them? There is some material for thought...
",I'm looking for cheap (i.e. low-cost) internet service.,,2019-01-17-12-38-03-387578,cheap internet,010_0,,,dummy_doc_010_2
2108274338,1/20/2019 17:46:58,false,4445716406,,1/20/2019 17:45:46,false,prodege,1.0,11521789,USA,CA,San Diego,70.95.137.197,keywordstuffed,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_2
2108274338,1/20/2019 17:47:33,false,4445717508,,1/20/2019 17:46:53,false,elite,1.0,44640240,USA,CA,Los Angeles,216.144.237.75,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_2
2108274338,1/20/2019 17:48:01,false,4445718415,,1/20/2019 17:46:43,false,neodev,1.0,44931457,USA,"","",12.164.246.120,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_2
2108274338,1/20/2019 17:49:26,false,4445720950,,1/20/2019 17:48:12,false,elite,0.8333,44076036,CAN,NL,Gander,99.242.136.30,keywordstuffed,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_2
2108274338,1/20/2019 18:17:25,false,4445765649,,1/20/2019 18:16:38,false,instagc,1.0,43951421,GBR,"","",85.255.234.124,keywordstuffed,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_2
2108274339,1/20/2019 17:05:00,false,4445631730,,1/20/2019 17:03:30,false,instagc,1.0,39147083,USA,NJ,Maple Shade,76.116.165.52,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_3
2108274339,1/20/2019 17:08:52,false,4445638861,,1/20/2019 17:08:00,false,prodege,0.875,15555970,GBR,E6,Cheltenham,86.136.90.39,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_3
2108274339,1/20/2019 17:12:03,false,4445644319,,1/20/2019 17:10:42,false,elite,1.0,44321263,USA,NY,Rochester,216.126.193.3,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_3
2108274339,1/20/2019 17:14:11,false,4445647993,,1/20/2019 17:12:42,false,clixsense,0.875,35849301,USA,NY,New York,142.255.55.251,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_3
2108274339,1/20/2019 17:14:32,false,4445648704,,1/20/2019 17:13:36,false,elite,0.875,44260973,USA,CA,Los Angeles,96.44.135.125,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_0,,,dummy_doc_180_3
2108274340,1/20/2019 17:27:20,false,4445673979,,1/20/2019 17:24:32,false,instagc,0.875,15298546,USA,OH,Cleveland,184.56.147.74,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_2,,,dummy_doc_180_3
2108274340,1/20/2019 17:33:04,false,4445689889,,1/20/2019 17:32:23,false,elite,1.0,43934503,USA,CA,Los Angeles,216.144.237.75,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_2,,,dummy_doc_180_3
2108274340,1/20/2019 17:34:44,false,4445693063,,1/20/2019 17:32:58,false,neodev,1.0,43628457,USA,GA,Atlanta,107.150.30.171,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-17-12-38-03-387578,newyork hotels,180_2,,,dummy_doc_180_3
